,Unnamed: 0,Name,Manufacturer,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price,AverageYearlySales
938,943,Maruti Ciaz ZDi SHVS,Maruti,Ahmedabad,2016,56000,Diesel,Manual,First,1248,88.5,5,28.09,7.5,352718
939,944,Maruti SX4 Vxi BSIII,Maruti,Jaipur,2007,76000,Petrol,Manual,Second,1586,104.68,5,15.0,2.15,506666
940,945,Hyundai Elantra CRDi SX,Hyundai,Coimbatore,2015,53615,Diesel,Manual,First,1582,126.24,5,22.7,8.44,277455
942,947,Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,Pune,2017,14800,Petrol,Manual,First,1198,73.75,5,17.0,5.48,663617
946,951,Mahindra KUV 100 mFALCON D75 K6,Mahindra,Kochi,2017,39528,Diesel,Manual,First,1198,77.0,6,25.32,5.83,470755
948,953,Maruti Baleno Delta 1.2,Maruti,Pune,2016,14930,Petrol,Manual,First,1197,83.1,5,21.4,5.85,674811
949,954,Honda Jazz VX Diesel,Honda,Mumbai,2016,38000,Diesel,Manual,First,1498,98.6,5,27.3,6.21,291316
950,955,Hyundai i20 1.2 Asta,Hyundai,Delhi,2013,71000,Petrol,Manual,First,1197,80.0,5,17.0,3.65,512768
951,956,Hyundai i20 Sportz Diesel,Hyundai,Delhi,2012,71000,Diesel,Manual,First,1396,90.0,5,23.0,3.7,227331
953,958,Hyundai Xcent 1.2 Kappa Base,Hyundai,Kochi,2016,48163,Petrol,Manual,First,1197,82.0,5,19.1,4.85,787766
955,960,Maruti Alto 800 VXI,Maruti,Kolkata,2016,26000,Petrol,Manual,First,796,47.3,5,22.74,2.6,204739
961,966,Mercedes-Benz CLA 200 CDI Sport,MercedesBenz,Coimbatore,2017,13689,Diesel,Automatic,First,2143,136.0,5,17.9,28.25,579037
964,969,Skoda Rapid 1.5 TDI AT Ambition,Skoda,Ahmedabad,2015,60001,Diesel,Automatic,First,1498,103.52,5,21.66,7.25,650058
966,971,Hyundai Accent GLS 1.6,Hyundai,Jaipur,2004,47300,Petrol,Manual,Second,1599,94.0,5,14.4,1.2,372719
970,975,Ford Endeavour 2.2 Trend AT 4X2,Ford,Kochi,2019,11209,Diesel,Automatic,First,2198,158.0,7,12.62,31.15,702517
972,977,Chevrolet Beat Diesel PS,Chevrolet,Bangalore,2012,65000,Diesel,Manual,First,936,57.6,5,25.44,2.4,398154
973,978,Honda Civic 2010-2013 1.8 V MT,Honda,Kolkata,2010,38000,Petrol,Manual,First,1799,130.2,5,14.8,2.0,469080
975,980,Skoda Rapid 1.6 MPI Ambition Plus,Skoda,Kochi,2014,33855,Petrol,Manual,First,1598,103.6,5,15.0,5.09,367667
976,981,Maruti Baleno Vxi - BSIII,Maruti,Pune,2006,146000,Petrol,Manual,Second,1590,94.0,5,15.4,1.05,446394
981,986,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Audi,Bangalore,2013,84000,Diesel,Automatic,First,1968,174.33,5,15.73,17.75,424188
982,987,Maruti Wagon R LXI DUO BSIII,Maruti,Mumbai,2008,64226,LPG,Manual,First,1061,57.5,5,17.3,1.45,668113
984,989,Volvo XC60 D5,Volvo,Pune,2011,106976,Diesel,Automatic,First,2400,215.0,5,13.5,13.8,351216
985,990,Honda Jazz 1.5 VX i DTEC,Honda,Kolkata,2016,27210,Diesel,Manual,First,1498,98.6,5,27.3,5.85,231758
989,994,Maruti Wagon R VXI Minor,Maruti,Chennai,2010,134000,Petrol,Manual,Second,1061,67.0,5,18.9,1.65,745983
990,995,Mercedes-Benz A Class A180 Sport,MercedesBenz,Pune,2015,11000,Petrol,Automatic,First,1595,120.7,5,15.5,16.0,233737
991,996,Hyundai Santro Xing GL,Hyundai,Pune,2008,93000,Petrol,Manual,First,1086,62.0,5,0.0,1.45,759890
992,997,Maruti Swift Dzire AMT ZDI,Maruti,Coimbatore,2017,24852,Diesel,Automatic,First,1248,74.0,5,26.59,8.08,604330
994,999,Nissan Sunny 2011-2014 XV Special Edition,Nissan,Chennai,2013,55000,Petrol,Manual,Second,1498,97.7,5,16.95,4.3,416542
995,1000,Maruti A-Star Lxi,Maruti,Hyderabad,2010,81448,Petrol,Manual,First,998,66.1,5,19.0,2.6,587942
996,1001,Renault KWID RXT Optional,Renault,Hyderabad,2018,1900,Petrol,Manual,First,799,53.3,5,25.17,4.45,523000
997,1002,Hyundai Verna 1.6 SX VTVT (O) AT,Hyundai,Coimbatore,2012,54957,Petrol,Automatic,First,1591,121.4,5,17.1,5.37,273025
999,1004,BMW 3 Series 320d Sport Line,BMW,Kolkata,2013,21983,Diesel,Automatic,First,1995,184.0,5,18.88,16.5,718019
1001,1006,Tata Indigo CS eVX,Tata,Jaipur,2016,65000,Diesel,Manual,First,1396,69.01,5,25.0,2.8,309466
1003,1008,Maruti Omni E MPI STD BS IV,Maruti,Kochi,2019,11571,Petrol,Manual,First,796,34.2,8,16.8,3.8,499956
1005,1010,Ford Ecosport Signature Edition Diesel,Ford,Coimbatore,2019,23154,Diesel,Manual,First,1498,98.96,5,23.0,11.65,699227
1007,1012,Toyota Innova Crysta 2.4 GX MT,Toyota,Chennai,2017,67489,Diesel,Manual,First,2393,147.8,7,13.68,16.5,766160
1008,1013,Mahindra Scorpio 2.6 LX,Mahindra,Bangalore,2008,176000,Diesel,Manual,Second,2179,120.0,8,10.5,4.3,494858
1013,1018,Maruti Swift Dzire VDI Optional,Maruti,Kochi,2019,18592,Diesel,Manual,First,1248,74.0,5,26.59,8.51,240229
1014,1019,Tata Manza Aura Safire BS IV,Tata,Pune,2010,75695,Petrol,Manual,First,1368,88.8,5,13.7,1.85,638599
1018,1023,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Hyundai,Bangalore,2014,67000,Diesel,Manual,First,1396,90.0,5,23.0,5.5,612351
1020,1025,Chevrolet Beat Diesel,Chevrolet,Kochi,2014,52398,Diesel,Manual,First,936,57.6,5,25.44,2.47,363481
1022,1027,Tata New Safari DICOR 2.2 EX 4x2,Tata,Delhi,2011,77000,Diesel,Manual,Second,2179,138.1,7,11.57,3.5,535535
1023,1028,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,MercedesBenz,Delhi,2014,85000,Diesel,Automatic,First,2987,254.8,7,11.3,38.75,261728
1025,1030,Toyota Fortuner 2.8 4WD MT,Toyota,Kochi,2013,105072,Diesel,Manual,First,2755,174.5,7,14.24,13.28,699901
1026,1031,BMW X1 sDrive 18i,BMW,Pune,2012,80000,Petrol,Automatic,First,1995,150.0,5,11.25,9.5,763527
1027,1032,Renault Captur 1.5 Diesel Platine Mono,Renault,Kochi,2019,3102,Diesel,Manual,First,1461,108.45,5,20.37,14.01,557750
1031,1036,Nissan Micra XE,Nissan,Pune,2010,85046,Petrol,Manual,Second,1198,75.0,5,18.06,2.3,649087
1033,1038,Land Rover Range Rover TDV8 (Diesel),Land,Bangalore,2011,55000,Diesel,Automatic,First,4367,308.0,7,10.2,67.0,757296
1034,1039,Jeep Compass 1.4 Limited Option,Jeep,Mumbai,2017,4000,Petrol,Automatic,First,1368,160.0,5,16.0,17.75,770437
1035,1040,Honda CR-V 2.4 AT,Honda,Delhi,2010,94000,Petrol,Automatic,Second,2354,152.0,5,10.1,4.8,240730
1039,1044,Audi A4 35 TDI Technology,Audi,Hyderabad,2015,45000,Diesel,Automatic,First,1968,187.74,5,18.25,25.0,658898
1040,1045,Hyundai Grand i10 Asta Option,Hyundai,Coimbatore,2016,44178,Petrol,Manual,First,1197,82.0,5,18.9,5.88,475857
1041,1046,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Hyderabad,2015,84415,Diesel,Manual,First,2494,100.6,8,12.99,13.5,446239
1045,1050,Ford EcoSport 1.5 Petrol Titanium Plus AT,Ford,Coimbatore,2018,18385,Petrol,Automatic,First,1497,121.36,5,14.8,12.41,561149
1049,1054,Tata Indigo GLE,Tata,Hyderabad,2017,23228,Petrol,Manual,First,1396,65.0,5,14.4,4.5,687861
1050,1055,Maruti Swift Dzire LDI,Maruti,Delhi,2014,68462,Diesel,Manual,First,1248,74.0,5,26.59,4.15,558762
1051,1056,Maruti S-Cross Zeta DDiS 200 SH,Maruti,Coimbatore,2016,74611,Diesel,Manual,First,1248,88.5,5,25.1,7.94,782689
1056,1061,Mahindra XUV500 W4 1.99 mHawk,Mahindra,Delhi,2017,13363,Diesel,Manual,First,1997,140.0,7,16.0,12.0,659167
1057,1062,Hyundai i10 Era 1.1,Hyundai,Delhi,2012,51000,Petrol,Manual,Second,1086,68.05,5,19.81,2.2,650784
1058,1063,Tata New Safari DICOR 2.2 EX 4x4,Tata,Hyderabad,2007,103000,Diesel,Manual,First,2179,138.0,7,13.93,3.6,756812
1061,1066,Skoda Laura Elegance MT,Skoda,Jaipur,2010,82407,Diesel,Manual,First,1896,106.0,5,17.5,4.25,234752
1065,1070,Hyundai i20 Asta 1.4 CRDi (Diesel),Hyundai,Kochi,2010,93401,Diesel,Manual,First,1396,90.0,5,23.0,3.48,727394
1066,1071,Ford Figo 2015-2019 1.5D Trend MT,Ford,Hyderabad,2017,95802,Diesel,Manual,Second,1498,99.0,5,25.83,4.55,720011
1073,1078,Porsche Boxster S tiptronic,Porsche,Kolkata,2015,10512,Petrol,Automatic,First,2706,265.0,2,8.6,64.0,201090
1075,1080,Tata Zest Revotron 1.2 XT,Tata,Mumbai,2014,40000,Petrol,Manual,First,1193,88.7,5,17.57,3.95,303493
1076,1081,Hyundai i20 1.2 Sportz Option,Hyundai,Bangalore,2010,61000,Petrol,Manual,Fourth,1197,80.0,5,17.0,3.25,581656
1077,1082,Skoda Fabia 1.4 TDI Active,Skoda,Mumbai,2009,86000,Diesel,Manual,First,1422,70.0,5,19.4,2.75,701600
1078,1083,Toyota Corolla Altis D-4D J,Toyota,Kolkata,2015,45000,Diesel,Manual,First,1364,87.2,5,21.43,7.35,437890
1084,1089,Nissan Terrano XL,Nissan,Mumbai,2014,40000,Petrol,Manual,First,1598,102.5,5,13.24,5.25,279375
1086,1091,Hyundai i10 Asta AT,Hyundai,Mumbai,2011,64984,Petrol,Automatic,First,1197,78.9,5,16.95,3.45,585420
1091,1096,Mahindra XUV300 W8 Diesel,Mahindra,Chennai,2012,97000,Diesel,Manual,First,1497,115.0,5,20.0,7.25,241589
1098,1103,Tata Hexa XT,Tata,Delhi,2017,55000,Diesel,Manual,First,2179,153.86,7,17.6,12.0,414039
1101,1106,BMW 5 Series 2013-2017 525d Luxury Line,BMW,Bangalore,2013,58500,Diesel,Automatic,Second,1995,218.0,5,17.09,27.5,717781
1102,1107,Honda Amaze EX i-Vtech,Honda,Kolkata,2014,48000,Petrol,Manual,First,1198,86.7,5,18.0,2.75,786642
1105,1110,Tata Tiago 1.2 Revotron XZ,Tata,Coimbatore,2018,9565,Petrol,Manual,First,1199,84.0,5,23.84,5.88,503048
1106,1111,Maruti Swift LXI,Maruti,Pune,2013,32953,Petrol,Manual,First,1197,85.8,5,18.6,4.65,445573
1107,1112,Hyundai EON Era,Hyundai,Jaipur,2014,18000,Petrol,Manual,First,814,55.2,5,21.1,2.5,369203
1109,1114,Hyundai i20 Magna 1.4 CRDi,Hyundai,Hyderabad,2016,33016,Diesel,Manual,First,1396,88.73,5,22.54,6.85,789695
1111,1116,Toyota Corolla Altis Diesel D4DG,Toyota,Coimbatore,2014,72022,Diesel,Manual,First,1364,87.2,5,21.43,9.23,356539
1116,1121,Maruti Swift VDi BSIII W/ ABS,Maruti,Pune,2015,79000,Diesel,Manual,First,1248,75.0,5,17.8,5.75,426354
1118,1123,BMW 7 Series 2007-2012 740Li,BMW,Pune,2008,66000,Petrol,Automatic,Second,2979,321.0,5,8.45,10.75,340143
1119,1124,Hyundai i10 Magna AT,Hyundai,Bangalore,2009,60000,Petrol,Automatic,First,1197,80.0,5,19.2,2.99,426751
1121,1126,Honda City i DTec VX,Honda,Coimbatore,2018,45555,Diesel,Manual,First,1498,98.6,5,26.0,11.73,717614
1123,1128,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Skoda,Jaipur,2014,93325,Diesel,Manual,Second,1968,138.1,5,17.2,14.45,781962
1126,1131,Maruti Ciaz VDi Plus SHVS,Maruti,Jaipur,2017,38282,Diesel,Manual,First,1248,88.5,5,28.09,8.5,372208
1128,1133,Fiat Avventura MULTIJET Emotion,Fiat,Mumbai,2015,32000,Diesel,Manual,First,1248,91.72,5,20.5,5.65,693991
1134,1139,Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Delhi,2017,8471,Petrol,Manual,First,1197,81.86,5,18.9,5.0,579658
1136,1141,Renault Duster 110PS Diesel RxZ AMT,Renault,Coimbatore,2017,30090,Diesel,Automatic,First,1461,108.45,5,19.6,11.44,285484
1139,1144,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,MercedesBenz,Kochi,2016,35939,Petrol,Manual,First,1796,185.0,5,12.3,30.42,736305
1144,1149,Honda Amaze S Petrol,Honda,Kochi,2016,51672,Petrol,Manual,First,1199,88.76,5,19.5,5.68,639233
1147,1152,Maruti Wagon R VXI BSIII,Maruti,Chennai,2013,79000,Petrol,Manual,First,998,67.1,5,18.9,3.0,497612
1149,1154,Toyota Corolla Altis VL,Toyota,Mumbai,2010,70200,Petrol,Automatic,First,1798,138.1,5,14.53,5.0,527718
1150,1155,Maruti Swift VXi BSIV,Maruti,Delhi,2016,42000,Petrol,Manual,First,1197,85.0,5,16.1,4.75,502898
1153,1158,Maruti SX4 ZDI,Maruti,Chennai,2011,80000,Diesel,Manual,Third,1248,88.8,5,21.5,3.5,564318
1156,1161,Tata Tigor 1.2 Revotron XTA,Tata,Ahmedabad,2018,1000,Petrol,Automatic,First,1199,84.0,5,20.3,6.85,453595
1158,1163,Tata Indica GLS BS IV,Tata,Pune,2007,108995,Petrol,Manual,First,1193,65.3,5,15.3,1.25,316014
1159,1164,Maruti SX4 S Cross DDiS 320 Zeta,Maruti,Chennai,2015,73000,Diesel,Manual,First,1598,118.0,5,22.7,8.25,534557
1160,1165,Maruti Swift VXI BSIII,Maruti,Ahmedabad,2008,65000,Petrol,Manual,First,1298,88.2,5,16.1,2.71,218711
1161,1166,Hyundai Xcent 1.2 Kappa SX,Hyundai,Kolkata,2016,32000,Petrol,Manual,First,1197,82.0,5,19.1,3.6,652746
1166,1171,Volkswagen Vento Petrol Trendline,Volkswagen,Mumbai,2011,58000,Petrol,Manual,First,1598,103.6,5,15.04,3.0,540374
1170,1175,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Ford,Kolkata,2017,1800,Petrol,Automatic,First,1499,110.4,5,16.05,11.37,241095
1171,1176,Fiat Linea Emotion Pack (Diesel),Fiat,Pune,2010,172050,Diesel,Manual,Second,1248,93.0,5,19.0,2.25,514942
1173,1178,Volvo XC60 D5 Inscription,Volvo,Kochi,2014,86925,Diesel,Automatic,First,2400,215.0,5,11.2,17.18,453532
1175,1180,Honda City i DTEC S,Honda,Ahmedabad,2014,66000,Diesel,Manual,First,1498,98.6,5,26.0,5.7,430282
1176,1181,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Toyota,Ahmedabad,2013,119000,Diesel,Manual,First,2494,100.0,8,12.99,8.0,617429
1182,1187,Hyundai Verna VTVT 1.6 AT SX Option,Hyundai,Mumbai,2015,40600,Petrol,Automatic,First,1591,121.3,5,17.0,7.2,736808
1183,1188,Hyundai Verna CRDi 1.6 AT SX Option,Hyundai,Ahmedabad,2013,87000,Diesel,Automatic,First,1582,126.2,5,22.0,5.9,343580
1186,1191,Toyota Etios GD SP,Toyota,Coimbatore,2016,53702,Diesel,Manual,First,1364,67.04,5,23.59,6.55,461175
1187,1192,Volvo S60 D4 Momentum,Volvo,Hyderabad,2015,51000,Diesel,Automatic,First,1969,190.0,5,27.03,25.0,588698
1189,1194,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,MercedesBenz,Mumbai,2017,15000,Diesel,Automatic,First,2987,265.0,5,13.0,69.5,799149
1192,1197,Toyota Innova Crysta 2.4 VX MT,Toyota,Hyderabad,2017,24393,Diesel,Manual,First,2393,147.8,7,13.68,20.4,414467
1193,1198,Volkswagen Polo 1.0 MPI Trendline,Volkswagen,Hyderabad,2019,1000,Petrol,Manual,First,999,75.0,5,18.78,5.68,272657
1196,1201,Honda Civic 2010-2013 1.8 S MT,Honda,Mumbai,2012,92000,Petrol,Manual,Second,1799,130.2,5,14.8,3.35,710538
1199,1204,Land Rover Freelander 2 HSE,Land,Hyderabad,2012,96000,Diesel,Automatic,First,2179,187.74,5,12.35,18.98,303115
1200,1205,Honda CR-V 2.0L 2WD MT,Honda,Mumbai,2014,24000,Petrol,Manual,First,1997,153.86,5,13.7,11.51,528715
1202,1207,Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Chennai,2016,90000,Diesel,Manual,First,2494,100.6,7,12.99,13.9,230118
1203,1208,Tata Manza Aura Safire,Tata,Kolkata,2010,40000,Petrol,Manual,First,1368,90.0,5,15.0,1.35,705771
1204,1209,Audi Q7 35 TDI Quattro Premium Plus,Audi,Mumbai,2015,65938,Diesel,Automatic,Second,2967,241.4,7,12.07,38.0,555989
1211,1216,Honda City i-VTEC S,Honda,Delhi,2010,76752,Petrol,Manual,First,1497,117.3,5,17.4,3.57,571146
1214,1219,Honda CR-V 2.4L 4WD AT AVN,Honda,Kolkata,2013,46125,Petrol,Automatic,Second,2354,187.4,5,12.0,12.5,562299
1216,1221,Ambassador Classic Nova Diesel,Ambassador,Chennai,2003,80000,Diesel,Manual,Third,1489,35.5,5,12.8,1.35,202934
1217,1222,Mahindra Scorpio VLX 2.2 mHawk BSIII,Mahindra,Coimbatore,2012,62729,Diesel,Manual,First,2179,120.0,8,12.05,6.32,500307
1219,1224,Maruti Zen VX,Maruti,Jaipur,1999,70000,Petrol,Manual,Second,993,60.0,5,17.3,0.77,376524
1220,1225,Maruti 800 DX BSII,Maruti,Jaipur,2009,32000,Petrol,Manual,First,796,37.0,4,16.1,0.9,543987
1221,1226,Toyota Corolla Altis 1.8 VL CVT,Toyota,Delhi,2017,21000,Petrol,Automatic,First,1798,138.03,5,14.28,18.0,415878
1222,1227,BMW 3 Series 328i Sport Line,BMW,Pune,2013,49000,Petrol,Automatic,First,1997,245.0,5,14.59,19.0,598290
1225,1230,Toyota Corolla Altis 1.4 DG,Toyota,Ahmedabad,2012,52000,Diesel,Manual,First,1364,86.79,5,21.43,6.5,656298
1226,1231,Mahindra XUV500 W4,Mahindra,Bangalore,2014,65213,Diesel,Manual,First,2179,140.0,7,16.0,9.45,734284
1231,1236,Toyota Corolla 1.8 J,Toyota,Kolkata,2014,40748,Petrol,Manual,First,1798,138.0,5,14.53,6.3,561853
1232,1237,Audi Q3 2.0 TDI Quattro,Audi,Hyderabad,2013,60000,Diesel,Automatic,First,1968,184.0,5,17.32,21.0,634225
1237,1242,Jaguar XE 2.0L Diesel Prestige,Jaguar,Delhi,2018,1000,Diesel,Automatic,First,1999,177.0,5,13.6,40.0,770886
1238,1243,Mahindra Xylo D4,Mahindra,Chennai,2016,85000,Diesel,Manual,First,2489,93.7,7,14.95,6.15,235593
1240,1245,Toyota Camry 2.5 Hybrid,Toyota,Pune,2018,17585,Petrol,Automatic,First,2494,157.7,5,19.16,32.0,499513
1241,1246,Audi Q5 3.0 TDI Quattro,Audi,Coimbatore,2018,32496,Diesel,Automatic,First,2967,241.4,5,13.22,45.62,222083
1243,1248,Maruti Ertiga VDI Limited Edition,Maruti,Chennai,2015,153000,Diesel,Manual,First,1248,88.76,7,20.77,4.8,470260
1247,1252,Maruti Baleno Sigma 1.2,Maruti,Kochi,2018,23714,Petrol,Manual,First,1197,83.1,5,21.4,6.57,290726
1248,1253,Hyundai Accent Executive,Hyundai,Jaipur,2010,52325,Petrol,Manual,First,1495,93.7,5,16.36,2.0,586910
1251,1256,Hyundai Xcent 1.2 VTVT S,Hyundai,Bangalore,2014,54000,Petrol,Manual,First,1197,81.86,5,20.14,5.5,387273
1254,1259,Land Rover Freelander 2 TD4 S,Land,Bangalore,2010,125000,Diesel,Automatic,Second,2179,115.0,5,0.0,11.0,304176
1262,1267,Tata Indigo eCS LX BSIV,Tata,Chennai,2011,124000,Diesel,Manual,First,1396,69.0,5,23.03,2.3,473126
1264,1269,Maruti Alto 800 2016-2019 CNG LXI,Maruti,Mumbai,2018,10600,CNG,Manual,First,796,40.3,4,33.44,3.5,235572
1266,1271,Hyundai Santro GLS I - Euro II,Hyundai,Jaipur,2009,89000,Petrol,Manual,Second,999,74.0,5,0.0,1.6,649282
1267,1272,Toyota Fortuner 2.8 2WD MT,Toyota,Ahmedabad,2015,65012,Diesel,Manual,First,2755,174.5,7,14.24,18.9,777517
1274,1279,Honda City 1.5 EXI,Honda,Pune,2005,98437,Petrol,Manual,First,1493,100.0,5,13.0,1.15,362188
1276,1281,Hyundai Grand i10 CRDi Sportz Celebration Edition,Hyundai,Kochi,2018,35070,Diesel,Manual,First,1120,70.0,5,24.0,5.99,659673
1282,1287,Ford Figo Petrol LXI,Ford,Hyderabad,2010,51192,Petrol,Manual,First,1196,70.0,5,15.6,2.65,696021
1286,1291,Toyota Innova 2.5 ZX Diesel 7 Seater,Toyota,Delhi,2015,57854,Diesel,Manual,First,2494,100.6,7,12.99,12.5,455422
1287,1292,Maruti Ciaz 1.4 AT Alpha,Maruti,Delhi,2017,32000,Petrol,Automatic,First,1373,91.1,5,19.12,9.2,441477
1289,1295,Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Ford,Kochi,2014,54173,Petrol,Manual,First,999,123.24,5,18.88,5.55,201803
1290,1296,Skoda Octavia Ambition 1.8 TSI AT,Skoda,Ahmedabad,2014,50000,Petrol,Automatic,First,1798,177.6,5,14.7,13.5,773522
1291,1297,Fiat Linea Emotion (Diesel),Fiat,Kolkata,2010,145000,Diesel,Manual,First,1248,91.7,5,20.4,2.6,366835
1292,1298,Maruti Swift Lxi BSIII,Maruti,Jaipur,2015,78000,Petrol,Manual,First,1298,88.2,5,16.1,4.5,223684
1293,1299,Land Rover Discovery 4 TDV6 SE,Land,Delhi,2013,65000,Diesel,Automatic,Second,2993,180.0,7,11.8,34.0,211503
1299,1305,BMW X1 M Sport sDrive 20d,BMW,Mumbai,2016,31000,Diesel,Automatic,First,1995,190.0,5,17.05,29.5,601933
1303,1309,Volkswagen Beetle 2.0,Volkswagen,Mumbai,2009,27078,Petrol,Automatic,First,1984,114.4,4,10.98,15.95,796352
1304,1310,Volkswagen Polo GT TDI,Volkswagen,Hyderabad,2011,57275,Diesel,Manual,First,1598,103.6,5,19.7,4.5,438890
1307,1313,Hyundai Verna CRDi 1.4 E,Hyundai,Chennai,2008,121097,Diesel,Manual,Second,1396,88.76,5,24.0,1.9,423758
1311,1317,Fiat Linea Classic Plus 1.3 Multijet,Fiat,Jaipur,2013,86000,Diesel,Manual,Second,1248,75.0,5,19.5,2.5,523648
1312,1318,Honda City 1.3 EXI,Honda,Ahmedabad,2002,85000,Petrol,Manual,First,1343,90.0,5,13.0,1.2,609231
1313,1319,Fiat Petra 1.2 EL,Fiat,Pune,2005,120000,Petrol,Manual,Second,1242,74.0,5,15.5,0.85,799013
1315,1321,Ford Fiesta 1.4 Duratec EXI,Ford,Chennai,2007,100000,Petrol,Manual,First,1388,68.0,5,16.6,1.6,620913
1318,1324,Maruti Ignis 1.2 Delta,Maruti,Coimbatore,2019,16862,Petrol,Manual,First,1197,81.8,5,20.89,6.06,390508
1325,1332,Maruti Wagon R CNG LXI,Maruti,Pune,2013,79494,CNG,Manual,First,998,67.04,5,33.54,2.96,339566
1327,1334,BMW 7 Series 730Ld,BMW,Mumbai,2011,55000,Diesel,Automatic,Second,2993,258.0,5,16.46,19.5,232774
1328,1335,Skoda Rapid 1.6 MPI AT Style Plus,Skoda,Mumbai,2017,24000,Petrol,Automatic,First,1598,103.52,5,14.3,8.75,343675
1332,1339,Honda City i DTec E,Honda,Coimbatore,2016,24337,Diesel,Manual,First,1498,98.6,5,26.0,8.18,391036
1333,1340,Honda Brio S Option MT,Honda,Pune,2012,79000,Petrol,Manual,First,1198,86.8,5,18.4,2.9,401242
1337,1344,Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,Mumbai,2008,78000,Petrol,Automatic,Second,1794,138.1,5,14.53,3.41,368600
1338,1345,Maruti Baleno Vxi,Maruti,Pune,2005,70000,Petrol,Manual,First,1590,74.0,5,0.0,1.3,525106
1340,1347,Mahindra Scorpio LX BS IV,Mahindra,Bangalore,2007,74112,Diesel,Manual,First,2179,120.0,9,12.05,4.1,657141
1341,1348,Skoda Laura 1.8 TSI Ambiente,Skoda,Delhi,2011,87670,Petrol,Manual,First,1798,157.8,5,13.4,4.0,607595
1343,1350,Maruti SX4 Zxi BSIII,Maruti,Chennai,2007,62493,Petrol,Manual,First,1586,104.68,5,15.0,1.8,755582
1345,1352,Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Land,Bangalore,2012,66538,Diesel,Automatic,First,4367,308.0,7,10.2,70.0,456021
1348,1355,Hyundai Santa Fe 4WD AT,Hyundai,Chennai,2014,110000,Diesel,Automatic,First,2199,194.3,7,13.01,14.4,416396
1353,1360,Nissan Sunny 2011-2014 XV,Nissan,Pune,2013,8000,Petrol,Manual,First,1498,97.7,5,16.95,3.75,664611
1354,1361,Maruti Alto 800 2016-2019 VXI,Maruti,Mumbai,2019,171,Petrol,Manual,First,796,47.3,5,24.7,3.6,646440
1356,1363,Hyundai Grand i10 1.2 Kappa Sportz AT,Hyundai,Coimbatore,2018,20667,Petrol,Automatic,First,1197,81.86,5,18.9,7.55,403975
1358,1365,Tata Manza Aqua Quadrajet,Tata,Jaipur,2010,100030,Diesel,Manual,Second,1248,90.0,5,18.8,1.6,769867
1359,1366,Chevrolet Optra Magnum 2.0 LT,Chevrolet,Pune,2011,75372,Diesel,Manual,First,1991,123.7,5,16.52,3.34,247697
1361,1368,Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Kochi,2019,18453,Petrol,Manual,First,1197,81.86,5,18.9,6.17,776374
1363,1370,Nissan Micra XL,Nissan,Kolkata,2016,31001,Petrol,Manual,First,1198,75.0,5,18.44,3.0,484517
1365,1372,Hyundai Creta 1.6 VTVT E Plus,Hyundai,Bangalore,2017,26246,Petrol,Manual,First,1591,121.3,5,15.29,10.75,481849
1367,1374,Honda Accord 2.4 Elegance A/T,Honda,Chennai,2008,90000,Petrol,Automatic,First,2354,180.0,5,10.2,6.5,711918
1368,1375,Honda City 1.5 S AT,Honda,Bangalore,2016,36000,Petrol,Automatic,First,1497,118.0,5,16.8,9.45,600700
1369,1376,Maruti Baleno Alpha 1.3,Maruti,Delhi,2016,46000,Diesel,Manual,First,1248,74.0,5,27.39,6.75,641980
1371,1378,Hyundai i20 Era 1.4 CRDi,Hyundai,Kochi,2014,46566,Diesel,Manual,First,1396,88.76,5,22.54,4.4,347335
1372,1379,Mercedes-Benz E-Class 2015-2017 E350 Edition E,MercedesBenz,Jaipur,2015,41493,Diesel,Automatic,First,2987,265.0,5,13.0,42.0,502344
1373,1380,Nissan Terrano XV 110 PS,Nissan,Kochi,2014,103788,Diesel,Manual,First,1461,108.5,5,19.01,5.67,630682
1376,1383,Hyundai Getz 1.5 CRDi GVS,Hyundai,Jaipur,2009,97359,Diesel,Manual,Second,1493,110.0,5,17.1,1.8,777960
1378,1386,BMW 5 Series 520d Sport Line,BMW,Kochi,2019,18373,Diesel,Automatic,First,1995,187.74,5,22.48,45.86,598067
1381,1389,Ford Figo Petrol ZXI,Ford,Mumbai,2010,69009,Petrol,Manual,Second,1196,70.0,5,15.6,2.4,340727
